A		生活必需品<br>	HUMAN NECESSITIES				
A01M		動物の捕獲，わな猟，または威嚇（分蜂捕獲または雄蜂捕獲の用具Ａ０１Ｋ５７／００；漁撈Ａ０１Ｋ６９／００〜Ａ０１Ｋ９７／００；殺生物剤，有害生物忌避剤または誘因剤Ａ０１Ｎ）；有害な動物又は有害な植物の駆除装置<br><b><ul>注</ul></b><br>このサブクラスでは，”殺除”および”駆除”という用語には，無脊椎動物の”薬剤を用いない不妊処理”が含まれる。［７］<br><b><ul>サブクラス内の索引</ul></b><br>散布機；くん蒸機；火炎放射機　７／００〜１１／００；１３／００；１５／００<br>昆虫の捕獲または殺除　１／００〜５／００，１７／００<br>昆虫以外の動物の捕獲または殺除　１９／００，２３／００，２５／００，２７／００<br>おどし機；狩猟用具　２９／００；３１／００<br>不要植物の駆除　２１／００<br>このサブクラスの他のグループに分類されない主題事項　９９／００<br>	CATCHING, TRAPPING OR SCARING OF ANIMALS (appliances for catching swarms or drone-catching <b>A01K 57/00</b>;   fishing <b>A01K 69/00-A01K 97/00</b>;   biocides, pest repellants or attractants <b>A01N</b>); APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS<br><br><b><u>Note(s)</u></b><br><ul><li>In this subclass, terms &quot;killing&quot; and &quot;destruction&quot; cover &quot;non-chemical sterilisation&quot; of invertebrates.<b>[7]</b></li></ul><br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">SPRAYERS; FUMIGATORS; FLAME-THROWERS</td><td><b>7/00-11/00</b>; <b>13/00</b>; <b>15/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">CATCHING OR KILLING INSECTS</td><td><b>1/00-5/00</b>, <b>17/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">CATCHING OR KILLING ANIMALS OTHER THAN INSECTS</td><td><b>19/00</b>, <b>23/00</b>, <b>25/00</b>, <b>27/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">SCARING DEVICES; HUNTING APPLIANCES</td><td><b>29/00</b>; <b>31/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">DESTRUCTION OF UNWANTED VEGETATION</td><td><b>21/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">SUBJECT MATTER NOT PROVIDED FOR IN OTHER GROUPS OF THIS SUBCLASS</td><td><b>99/00</b></td></p></tr></table>				
A01N		人間または動物または植物の本体またはその一部の保存（食品または食料品の保存Ａ２３）；殺生物剤，例．殺菌剤，殺虫剤または除草剤として（望ましくない生物の殺除あるいは成長または増殖を防止する医療用の製剤，歯科用の製剤又は化粧品Ａ６１Ｋ）；有害生物忌避剤または誘引剤；植物生長調節剤<br><b><ul>注</ul></b><br>１．このサブクラスは以下のものを包含する：<br>・組成物，物理的形態，特定物質の適用方法，あるいは単一化合物又は組成物の使用；<br>・無脊椎動物，例．昆虫，を生殖不能にするための化学不妊剤，それ以外の目的の不妊剤はサブクラスＡ６１Ｋでカバーされる。<br>２．このサブクラスは，栄養を与えることによってのみ植物の生長に影響を及ぼす物質，すなわち育成のために通常必要とされる肥料，または植物のミネラル欠乏症を防ぐため，または回復させるために用いる物質，たとえば鉄分の欠乏によるクロロシスを直すために添加する鉄キレートなどは，包含しない。こうした物質はクラスＣ０５に分類される。<br>３．このサブクラスでは，下記の表現は以下に示す意味で用いる：<br>・”植物生長調節剤”とは，オーキシンのように植物の代謝を化学的に調節して植物を変える物質である。<br>４．化合物または合成から成る殺生物剤，有害生物忌避剤，有害生物誘引剤または植物生長調節剤活性は，さらにサブクラスＡ０１Ｐにも分類する。<br><b><ul>サブクラス内の索引</ul></b><br>人間または動物の死骸，または植物の保存　１／００，３／００<br>殺生物剤；有害生物忌避剤または誘引剤；植物生長調節剤<br>物理的形態または適用方法　２５／００<br>有機化合物を含むもの　２７／００〜５７／００，６１／００<br>無機化合物を含むもの　５９／００<br>微生物，酵素，動物または植物の抽出物を含むもの　６３／００，６５／００<br>	PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff <b>A23</b>); BIOCIDES, e.g. AS DISINFECTANTS, AS PESTICIDES OR AS HERBICIDES (preparations for medical, dental or toiletry purposes which kill or prevent the growth or proliferation of unwanted organisms <b>A61K</b>); PEST REPELLANTS OR ATTRACTANTS; PLANT GROWTH REGULATORS<br><br><b><u>Note(s)</u></b><br><ul type=""1""><li>This subclass <u>covers</u>:<b>[3,7,8]</b><ul type=""disc""><li>compositions, physical forms, methods of application of specific materials or the use of single compounds or compositions;</li><li>chemosterilants for the sexual sterilisation of invertebrates, e.g. insects, whereas sex sterilants for other purposes are covered by subclass <b>A61K</b>.</li></ul></li><li>This subclass <u>does not cover</u> materials which affect the growth of a plant solely by supplying nutrients, i.e. plant food, ordinarily required for growth or materials which are used to prevent or cure mineral deficiencies in plants, e.g. addition of iron chelates to cure iron chlorosis, which materials are covered by class <b>C05</b>.</li><li>In this subclass, the following expression is used with the meaning indicated:<ul type=""disc""><li>&quot;plant growth regulators&quot; are those materials which alter the plant through a chemical modification of the plant metabolism, such as auxins.</li></ul></li><li>Biocidal, pest repellant, pest attractant or plant growth regulatory activity of compounds or preparations is further classified in subclass <b>A01P</b>.</li></ul><br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">PRESERVATION OF CORPSES OF HUMANS OR ANIMALS, OR OF PLANTS</td><td><b>1/00</b>, <b>3/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">BIOCIDES, PEST REPELLANTS OR ATTRACTANTS, PLANT GROWTH REGULATORS</td><tr><td ><p style=""text-indent:2em;margin:0"">Physical form or method of application</td><td><b>25/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">containing organic compounds</td><td><b>27/00-57/00</b>, <b>61/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">containing inorganic compounds</td><td><b>59/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">containing microorganisms, enzymes, extracts of animals or plants</td><td><b>63/00</b>, <b>65/00</b></td></p></tr></p></tr></table>				
A01P		化合物または組成物の殺生物，有害生物忌避，有害生物誘引または植物生長調節活性［８］<br><b><ul>注</ul></b><br>（１）このサブクラスは，サブクラスＡ０１ＮもしくはＣ１２Ｎ，またはクラスＣ０１，Ｃ０７もしくはＣ０８に既に分類されている化合物または組成物の殺生物，有害生物忌避，有害生物誘引または植物生長調節活性を含む。［８］<br>（２）サブクラスＡ０１Ｎのタイトルに続く注に注意する。この注は，このサブクラスにも適用し得る。［８］<br>（３）このサブクラスでは，活性は適切な箇所すべてに分類する。［８］<br>（４）発明の主題が，化合物または組成物の殺生物，有害生物忌避，有害生物誘引または植物生長調節活性のみに関しており，発明のこの主題の化学構造，化合物，混合物または組成物が知られているケースに注意が必要である。そのようなケースでは，分類はサブクラスＡ０１ＮとＡ０１Ｐの両方に発明情報として付与される。加えて，化学構造，化合物，混合物または組成物，あるいは混合物または組成物の個々の含有物のいずれかが調査に重要な情報を示すものと考えられる場合は，それも付加情報として分類してもよい。［２０１２．０１］<br>（５）このサブクラスの分類記号は，特許文献に付与する際に最初には記入されない。［８］<br>	BIOCIDAL, PEST REPELLANT, PEST ATTRACTANT OR PLANT GROWTH REGULATORY ACTIVITY OF CHEMICAL COMPOUNDS OR PREPARATIONS<b>[8]</b><br><br><b><u>Note(s)</u></b><br><ul type=""1""><li>This subclass <u>covers</u> biocidal, pest repellant, pest attractant or plant growth regulatory activity of chemical compounds or preparations already classified as such in subclasses <b>A01N</b> or <b>C12N</b>, or in classes <b>C01</b>, <b>C07</b> or <b>C08</b>.<b>[8,2012.01]</b></li><li>Attention is drawn to the notes following the title of subclass <b>A01N</b>, which are also applicable to this subclass.</li><li>In this subclass, activity is classified in all appropriate places.</li><li>Attention is drawn to cases where the subject of the invention concerns only biocidal, pest repellant, pest attractant or plant growth regulatory activity of chemical compounds or preparations, and the chemical structure, compound, mixture or composition of this subject of the invention is known. In such cases, classification is made in both subclass <b>A01N</b> and subclass <b>A01P</b> as invention information. In addition, if the chemical structure, compound, mixture or composition or any individual ingredient of a mixture or composition is considered to represent information of interest for search, it may also be classified as additional information.</li><li>The classification symbols of this subclass are not listed first when assigned to patent documents.</li></ul>				
A21		ベイキング；生地製造または加工の機械あるいは設備；ベイキングの生地［１，８］<br>	BAKING; EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; DOUGHS FOR BAKING<b>[1,8]</b>				
A21B		ベイカー用焼がま；ベイキング用機械または装置（家庭用ベイキング装置Ａ４７Ｊ３７／００）［２００６．０１］<br>	BAKERS' OVENS; MACHINES OR EQUIPMENT FOR BAKING (domestic baking equipment <b>A47J 37/00</b>)				
A21C		生地製造または加工の機械あるいは設備；生地を種としてベイク品を取扱うもの<br><b><ul>サブクラス内の索引</ul></b><br>ベイキング前の生地操作<br>混合，混捏，均質化　１／００，７／００<br>形どり　３／００，１１／００<br>分割；仕上げ　５／００；９／００，１１／００<br>発酵生地の膨脹装置　１３／００<br>生地の製造または加工の他の機械または装置　１４／００<br>ベイク品の仕上げ　１５／００<br>	MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGHS; HANDLING BAKED ARTICLES MADE FROM DOUGH<br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">WORKING DOUGH BEFORE BAKING</td><tr><td ><p style=""text-indent:2em;margin:0"">Mixing, kneading, homogenising</td><td><b>1/00</b>, <b>7/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">Shaping</td><td><b>3/00</b>, <b>11/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">Dividing; handling</td><td><b>5/00</b>; <b>9/00</b>, <b>11/00</b></td></p></tr></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">APPARATUS PERMITTING DOUGH TO RISE</td><td><b>13/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">OTHER MACHINES OR EQUIPMENT FOR MAKING OR PROCESSING DOUGH</td><td><b>14/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">HANDLING BAKED ARTICLES</td><td><b>15/00</b></td></p></tr></table>				
A21D		ベイキングの穀粉または生地の処理，例．材料の添加によるもの；ベイキング；ベイカリー製品（ベイキング前の穀粉または生地の保存Ａ２３Ｂ４０／００；ベイカリー製品の保存Ａ２３Ｂ４５／００）［２００６．０１］<br><b><ul>サブクラス内の索引</ul></b><br>ベイキング前の製品；それらの処理　Ａ２１Ｄ１０／００；Ａ２１Ｄ２／００ーＡ２１Ｄ６／００<br>生地のベイキング　Ａ２１Ｄ８／００<br>ベイカリー製品；それらの改良または再生　Ａ２１Ｄ１３／００；Ａ２１Ｄ１５／００，Ａ２１Ｄ１７／００<br>	TREATMENT OF FLOUR OR DOUGH FOR BAKING, e.g. BY ADDITION OF MATERIALS; BAKING; BAKERY PRODUCTS (preservation of flour or dough before baking <b>A23B 40/00</b>; preservation of bakery products <b>A23B 45/00</b>)<b>[1,8]</b><br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">PRODUCTS BEFORE BAKING; TREATMENT THEREOF</td><td><b>10/00</b>; <b>2/00-6/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">BAKING OF DOUGH</td><td><b>8/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">BAKERY PRODUCTS; IMPROVING OR REFRESHING THEREOF</td><td><b>13/00</b>; <b>15/00</b>, <b>17/00</b></td></p></tr></table>				
A22		屠殺；肉処理；家禽または魚の処理<br>	BUTCHERING; MEAT TREATMENT; PROCESSING POULTRY OR FISH				
A22B		屠殺<br>	SLAUGHTERING				
A22C		食肉，家禽，魚の加工（保存Ａ２３Ｂ；食品用蛋白質組成物の採取Ａ２３Ｊ１／００；魚，肉，家禽の調整品Ａ２３Ｌ；細断，例．肉の切断Ｂ０２Ｃ１８／００；蛋白質の調整Ｃ０７Ｋ１／００）<br><b><ul>サブクラス内の索引</ul></b><br>肉類の処理<br>混合，すりつぶし，肉を柔らかくする装置　５／００，７／００，９／００<br>その他の装置　１１／００〜１７／００<br>工場，製造所またはこれらに類するもの　１８／００<br>家禽の加工　２１／００<br>魚または貝の処理　２５／００，２９／００<br>	PROCESSING MEAT, POULTRY, OR FISH (preserving <b>A23B</b>; obtaining protein compositions for foodstuffs <b>A23J 1/00</b>; fish, meat or poultry preparations <b>A23L</b>; disintegrating, e.g. chopping meat, <b>B02C 18/00</b>; preparation of proteins <b>C07K 1/00</b>)<br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">PROCESSING MEAT</td><tr><td ><p style=""text-indent:2em;margin:0"">Apparatus for mixing, pounding, tenderising</td><td><b>5/00</b>, <b>7/00</b>, <b>9/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">Other apparatus</td><td><b>11/00-17/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">Plants, factories, or the like</td><td><b>18/00</b></td></p></tr></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">PROCESSING POULTRY</td><td><b>21/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">PROCESSING FISH OR SHELLFISH</td><td><b>25/00</b>, <b>29/00</b></td></p></tr></table>				
A23		食品，食料品または非アルコール飲料；それらの調製，処理または保存<br>	FOODS, FOODSTUFFS OR NON-ALCOHOLIC BEVERAGES; PREPARATION, TREATMENT OR PRESERVATION THEREOF<br><br><b><u>Note(s)</u></b><br><ul><li>Attention is drawn to the following places:<b>[4]</b><table width="100%"><tr><td></td><td><b>C08B</b></td><td>Polysaccharides, derivatives thereof</td></tr><tr><td></td><td><b>C11</b></td><td>Animal or vegetable oils, fats, fatty substances or waxes</td></tr><tr><td></td><td><b>C12</b></td><td>Biochemistry, beer, spirits, wine, vinegar</td></tr><tr><td></td><td><b>C13</b></td><td>Sugar industry.</td></tr></table></li></ul>				
A23B		食品，食料品または非アルコール飲料の保存；果実または野菜の化学的熟成<br><b><ul>サブクラス内の索引</ul></b><br>食品，食料品または非アルコール飲料の保存<br>一般　Ａ２３Ｂ２／００<br>特定製品のもの<br>食肉，ソーセージ，魚または魚製品　Ａ２３Ｂ４／００<br>卵または卵製品　Ａ２３Ｂ５／００<br>果実または野菜　Ａ２３Ｂ７／００<br>食用種子，例．穀類　Ａ２３Ｂ９／００<br>乳または乳製品　Ａ２３Ｂ１１／００<br>食用油脂　Ａ２３Ｂ２０／００<br>ベイキング前の穀粉または生地　Ａ２３Ｂ４０／００<br>ベイカリー製品　Ａ２３Ｂ４５／００<br>非アルコール飲料　Ａ２３Ｂ７０／００<br>豆類　Ａ２３Ｂ７５／００<br>ココアまたはカカオ製品　Ａ２３Ｂ８０／００<br>茶，茶代用品またはハーブティー　Ａ２３Ｂ８５／００<br>コーヒーまたはコーヒー代用品　Ａ２３Ｂ９０／００<br>果実または野菜の化学的熟成　Ａ２３Ｂ７／００<br>このサブクラスの他のグループには分類されない主題事項　Ａ２３Ｂ９９／００［２０２５．０１］<br>	PRESERVATION OF FOODS, FOODSTUFFS OR NON-ALCOHOLIC BEVERAGES; CHEMICAL RIPENING OF FRUIT OR VEGETABLES<br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">PRESERVATION OF FOODS, FOODSTUFFS OR NON-ALOCHOLIC BEVERAGES</td><tr><td ><p style=""text-indent:2em;margin:0"">in general</td><td><b>2/00</b></td></p></tr><tr><td ><p style=""text-indent:2em;margin:0"">of specific products</td><tr><td ><p style=""text-indent:3em;margin:0"">meat, sausages, fish or fish products</td><td><b>4/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">eggs or egg products</td><td><b>5/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">fruit or vegetables</td><td><b>7/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">edible seeds, e.g. cereals</td><td><b>9/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">milk or dairy products</td><td><b>11/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">edible oils or fats</td><td><b>20/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">flour or dough before baking</td><td><b>40/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">finished bakery products</td><td><b>45/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">non-alcoholic beverages</td><td><b>70/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">Pulses</td><td><b>75/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">cocoa or cocoa products</td><td><b>80/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">tea, tea substitutes or herbal tea</td><td><b>85/00</b></td></p></tr><tr><td ><p style=""text-indent:3em;margin:0"">coffee or coffee substitutes</td><td><b>90/00</b></td></p></tr></p></tr></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">CHEMICAL RIPENING OF FRUIT OR VEGETABLES</td><td><b>7/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">SUBJECT MATTER NOT PROVIDED FOR IN OTHER GROUPS OF THIS SUBCLASS</td><td><b>99/00</b></td></p></tr></table>				
A23C		乳製品，例．乳，バター，チーズ；乳またはチーズ代用品；それらの製造または処理（それらの保存Ａ２３Ｂ１１／００）<br><b><ul>注</ul></b><br>このサブクラスは以下を包含する：［３］<br>乳製品製造の化学的な面；<br>このサブクラスに分類されている技術を遂行するために使用される装置，例．濃縮のためのもの，蒸発のためのもの，乾燥のためのものまたは殺菌のためのもの，その様な装置が特に他のサブクラスに分類されている場合，例．バターまたはチーズ製造のための乳またはクリームの処理に対するＡ０１Ｊ，を除く。<br>	DAIRY PRODUCTS, e.g. MILK, BUTTER OR CHEESE; MILK OR CHEESE SUBSTITUTES; MAKING OR TREATMENT THEREOF (preservation thereof <b>A23B 11/00</b>)<br><br><b><u>Note(s)</u></b><br><ul style=""list-style:none""><li>This subclass <u>covers</u>:<b>[3]</b><ul type=""disc""><li>the chemical aspects of making dairy products;</li><li>the apparatus used for performing techniques provided for therein, e.g. for concentration, evaporation, drying or sterilisation, unless such apparatus is specifically provided for in another subclass, e.g. in subclass <b>A01J</b> for treatment of milk or cream for manufacture of butter or cheese.</li></ul></li></ul><br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">DAIRY TECHNOLOGY</td><td><b>1/00-7/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">MILK PREPARATIONS; MILK SUBSTITUTES; CREAM; BUTTER</td><td><b>9/00</b>; <b>11/00</b>; <b>13/00</b>; <b>15/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">CHEESE; CHEESE SUBSTITUTES</td><td><b>19/00</b>; <b>20/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">BUTTERMILK; WHEY; OTHER DAIRY PRODUCTS</td><td><b>17/00</b>; <b>21/00</b>; <b>23/00</b></td></p></tr></table>				
A23D		食用油脂，例．マーガリン，ショートニングまたは調理油（それらの保存Ａ２３Ｂ２０／００；動物性油脂または植物性油脂の生産，精製または保存Ｃ１１Ｂ，Ｃ１１Ｃ）<br>	EDIBLE OILS OR FATS, e.g. MARGARINES, SHORTENINGS OR COOKING OILS (preservation thereof <b>A23B 20/00</b>; production, refinement or preservation of animal or vegetable fats or oils <b>C11B</b>, <b>C11C</b>)				
A23F		コーヒー；茶：それらの代用品；それらの製造，調製または煎出<br>	COFFEE; TEA; THEIR SUBSTITUTES; MANUFACTURE, PREPARATION, OR INFUSION THEREOF				
A23G		ココア；カカオ製品，例．チョコレート；ココアまたはカカオ製品の代用品；菓子；チュウインガム；アイスクリーム；それらの製造［１，８］<br><b><ul>注</ul></b><br>（１）このサブクラスにおいては，下記の用語は以下に示す意味で用いる：<br>―“アイスクリーム”は凍結あるいは凝結した半液体あるいはペースト状の物質，例．スラッシューアイス，を包含する。<br>（２）このサブクラスにおいては，１つのメイングループに完全に分類できない主題事項は，それぞれ関連しているメイングループに分類すべきである。［８］<br>	COCOA; COCOA PRODUCTS, e.g. CHOCOLATE; SUBSTITUTES FOR COCOA OR COCOA PRODUCTS; CONFECTIONERY; CHEWING GUM; ICE-CREAM; PREPARATION THEREOF<b>[1,8]</b><br><br><b><u>Note(s)</u></b><br><ul type=""1""><li>In this subclass, the following term is used with the meaning indicated:<b>[2,8]</b><ul type=""disc""><li>&quot;ice-cream&quot; includes any edible frozen or congealed semi-liquid or pasty substance, e.g. slush-ice.</li></ul></li><li>In this subclass, subject matter which cannot be completely classified in a single one of the main groups should be classified in each relevant main group.</li></ul>				
A23J		食品用蛋白質組成物；食品用蛋白質の仕上げ；食品用リン脂質組成物［４］<br>	PROTEIN COMPOSITIONS FOR FOODSTUFFS; WORKING-UP PROTEINS FOR FOODSTUFFS; PHOSPHATIDE COMPOSITIONS FOR FOODSTUFFS<b>[4]</b>				
A23K		動物に特に適した飼料；その製造に特に適した方法<br>	FEEDING-STUFFS SPECIALLY ADAPTED FOR ANIMALS; METHODS SPECIALLY ADAPTED FOR PRODUCTION THEREOF				
A23L		他に分類されない食品，食料品，または非アルコール飲料；その調製または処理（それらの保存Ａ２３Ｂ）［２００６．０１］<br>	FOODS, FOODSTUFFS OR NON-ALCOHOLIC BEVERAGES, NOT OTHERWISE PROVIDED FOR; PREPARATION OR TREATMENT THEREOF (preservation thereof <b>A23B</b>)<b>[4,8]</b>				
A23N		他に分類されない，収穫した果実，野菜または花の球根を大量に処理するための機械または装置；野菜または果実の皮を大量にむくためのもの；飼料を調製するための装置（わらまたはまぐさを切断するための機械Ａ０１Ｆ２９／００；砕解，例．寸断Ｂ０２Ｃ；切断，例．断截，切裂，スライスＢ２６Ｂ，Ｂ２６Ｄ）<br><b><ul>サブクラス内の索引</ul></b><br>搾汁装置　１／００<br>核取りまたは種子を含む部分の除去機械　３／００，４／００<br>穀取り，皮取り，割砕きまたは皮むき機　５／００，７／００<br>飼料の調整装置　１７／００<br>その他の処理機械　１１／００〜１５／００<br>	MACHINES OR APPARATUS FOR TREATING HARVESTED FRUIT, VEGETABLES, OR FLOWER BULBS IN BULK, NOT OTHERWISE PROVIDED FOR; PEELING VEGETABLES OR FRUIT IN BULK; APPARATUS FOR PREPARING ANIMAL FEEDING-STUFFS (machines for cutting straw or fodder <b>A01F 29/00</b>; disintegrating, e.g. shredding, <b>B02C</b>; severing, e.g. cutting, splitting, slicing, <b>B26B</b>, <b>B26D</b>)<br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">APPARATUS FOR DRAINING</td><td><b>1/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">MACHINES FOR STONING OR REMOVING SEED CONTAINING SECTIONS</td><td><b>3/00</b>, <b>4/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">MACHINES FOR HULLING, HUSKING, CRACKING, OR PEELING</td><td><b>5/00</b>, <b>7/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">APPARATUS FOR PREPARING ANIMAL FEEDING-STUFFS</td><td><b>17/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">MACHINES FOR OTHER TREATMENT</td><td><b>11/00-15/00</b></td></p></tr></table>				
A23P		他の単一のサブクラスには完全に包含されない，食品の成形または加工<br><b><ul>注</ul></b><br>食品の成形，加工に関連する他のサブクラスとしてはＡ２３の外にＡ０１Ｊ，Ａ２１Ｃ，Ａ２２Ｃ，Ａ４７Ｊ，Ｂ０２Ｃに注意すること。<br>	SHAPING OR WORKING OF FOODSTUFFS, NOT FULLY COVERED BY A SINGLE OTHER SUBCLASS<br><br><b><u>Note(s)</u></b><br><ul><li>Attention is drawn to subclasses <b>A01J</b>, <b>A21C</b>, <b>A22C</b>, <b>A47J</b>, <b>B02C</b>, in addition to other subclasses of <b>A23</b>, in connection with the shaping or working of foodstuffs.</li></ul>				
A24		たばこ；葉巻たばこ；紙巻たばこ；擬似喫煙具；喫煙具<br><b><ul>注</ul></b><br>このクラスにおいては，下記の用語または表現は以下に示す意味で用いる：<br>―“擬似喫煙具”とは，たばこを燃焼させることなく喫煙を擬似する装置，例．いわゆる電子たばこ，を意味する。<br>―“紙巻たばこ”とは：<br>―たばこ（またはたばこ代替物）を直接的に発火して燃やされた状態にすることにより人々が喫煙するたばこまたはたばこ代替物を含む上巻きの小さなチューブを意味する。；<br>―広義には製造時に加熱源と結合されてまたは使用者により加熱源を含む装置に挿入されてたばこ（またはたばこ代替物）を発火することなく加熱された状態にするたばこまたはたばこ代替物を含む上巻きの小さなチューブも意味する。この広義では，紙巻たばこに代わり用語”棒状体”もしばしば用いられる。<br>	TOBACCO; CIGARS; CIGARETTES; SIMULATED SMOKING DEVICES; SMOKERS' REQUISITES<br><br><b><u>Note(s)</u></b><br><ul style=""list-style:none""><li>In this class, the following terms or expressions are used with the meaning indicated:<b>[2020.01]</b><ul type=""disc""><li>&ldquo;simulated smoking devices&rdquo; means devices simulating the act of smoking without burning tobacco, e.g. so called electronic cigarettes;</li><li>&ldquo;cigarette&rdquo; means:<ul type=""disc""><li>a small tube of wrapper containing tobacco or tobacco substitutes which people smoke by igniting it directly and where the tobacco (or the tobacco substitute) is burned;</li><li>in a broader sense it also means a small tube of wrapper containing tobacco or tobacco substitutes which is associated with a heat source at manufacturing or inserted by the user in a device containing a heat source and where the tobacco (or the tobacco substitute) is heated without being burned. In this broader sense, the word &ldquo;rod&rdquo; is also often used in place of cigarette.</li></ul></li></ul></li></ul>				
A24B		喫煙用たばこまたはかみたばこの製造あるいは処理；たばこ；かぎたばこ<br><b><ul>サブクラス内の索引</ul></b><br>処理　１／００，３／００<br>除骨；裁刻；調湿　５／００；７／００；３／００，９／００<br>縄たばこ製造機械　１１／００<br>化学的処理　１５／００<br>たばこ　１３／００<br>	MANUFACTURE OR PREPARATION OF TOBACCO FOR SMOKING OR CHEWING; TOBACCO; SNUFF<br><br><b><u>Subclass indexes</u></b><br><table width="100%"><tr><td ><p style=""text-indent:1em;margin:0"">PREPARATION</td><td><b>1/00</b>, <b>3/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">STRIPPING; CUTTING; HUMIDIFYING</td><td><b>5/00</b>; <b>7/00</b>; <b>3/00</b>, <b>9/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">TWISTING MACHINES</td><td><b>11/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">CHEMICAL TREATMENT</td><td><b>15/00</b></td></p></tr><tr><td ><p style=""text-indent:1em;margin:0"">TOBACCO</td><td><b>13/00</b></td></p></tr></table>				
A24C		葉巻たばこまたは紙巻たばこの製造機械<br>	MACHINES FOR MAKING CIGARS OR CIGARETTES				
A24D		葉巻たばこ；紙巻たばこ；たばこ煙フィルタ；葉巻たばこまたは紙巻たばこのマウスピース；たばこ煙フィルタまたはマウスピースの製造<br>	CIGARS; CIGARETTES; TOBACCO SMOKE FILTERS; MOUTHPIECES FOR CIGARS OR CIGARETTES; MANUFACTURE OF TOBACCO SMOKE FILTERS OR MOUTHPIECES				
