G06K   1/00  \	0	0	5B044	G06K   1/00	154	記録担体にデジタル形態でマーキングするための方法または装置	Methods or arrangements for marking the record carrier in digital fashion
G06K   1/02  \	1	1	5B044	G06K   1/02	677	せん孔によるもの	by punching
G06K   1/04  \	2	2	5B044	G06K   1/04	34	せん孔されている記録担体上の記録マークの読取りによって制御されるもの	controlled by sensing markings on the record carrier being punched
G06K   1/05  \	2	2	5B044	G06K   1/05	21	高速せん孔装置，例．電子計算機によって制御されるもの	High-speed punches, e.g. controlled by electric computer
G06K   1/06  \	2	2	5B044	G06K   1/06	240	手動で制御される装置	Manually-controlled devices
G06K   1/08  \	3	3	5B044	G06K   1/08	148	カードせん孔装置	Card punches
G06K   1/10  \	3	3	5B044	G06K   1/10	289	テープせん孔装置	Tape punches
G06K   1/12  \	1	1	5B044	G06K   1/12	46	せん孔以外の方法によるもの	otherwise than by punching
G06K   1/12  A	1	0	5B044	G06K   1/12	836	バ−コ−ドの記録；バ−コ−ドデ−タの入力設定	Recording of barcodes; Entry setting of barcode data
G06K   1/12  H	1	1	5B044	G06K   1/12	196	バ−コ−ドの記録方式	Barcode recording method
G06K   1/12  B	1	2	5B044	G06K   1/12	288	印打によるバ−コ−ドの記録	Recording of barcodes by typing
G06K   1/12  C	1	2	5B044	G06K   1/12	166	光学的または加熱によるバ−コ−ドの記録	Recording of barcodes in optical fashion or by heat
G06K   1/12  D	1	0	5B044	G06K   1/12	69	手動の情報入力手段，例．キ−ボ−ド，を有するもの〔Ａ優先；手動の情報入力一般Ｇ０６Ｆ３／０２〕	Means for manual information entry, e.g. having a keyboard (A takes precedence; manual information entry in general G O6 F 3/02)
G06K   1/12  E	1	0	5B044	G06K   1/12	434	記録方式〔Ａ，Ｄ優先〕	Recording methods  (A and D take precedence)
G06K   1/12  F	1	1	5B044	G06K   1/12	236	印打によるもの	by typing
G06K   1/12  G	1	1	5B044	G06K   1/12	263	光学的または加熱によるもの	in optical fashion or by heat
G06K   1/12  Z	1	0	5B044	G06K   1/12	155	その他のもの	Others
G06K   1/14  \	1	1	5B044	G06K   1/14	41	データを同種のまたは異種の記録担体から移すことによるもの	by transferring data from a similar or dissimilar record carrier
G06K   1/16  \	2	2	5B044	G06K   1/16	7	データを一枚のせん孔されたカードから一枚以上のカードに符号形式を変えることなく再生することによるもの，すなわちデュプリケート	by reproducing data from one punched card on to one or more punched cards without the code representation, i.e. duplicating
G06K   1/18  \	2	2	5B044	G06K   1/18	75	データをある型の担体から他の担体に移すことによるもの，例．磁気テープからせん孔カードに移すことによるもの	by transferring data from one type of record carrier on to another type of record carrier, e.g. from magnetic tape to punched card
G06K   1/20  \	1	1	5B044	G06K   1/20	94	データの記録担体へのマーク記録と印字とを同時に行なうもの，例．印字せん孔機	Simultaneous marking of record carrier and printing-out of data, e.g. printing-punch
